horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate
5d,bull,cart,combined_rank_based,rank_based_joint_score,1,,,32,32,-0.007207943890856135,0.3125,0.3125,0.18181818181818182,0.7272727272727273
5d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,32,96,-0.0034876056452974448,0.4166666666666667,0.4166666666666667,0.7272727272727273,0.9696969696969697
5d,bull,cart,combined_rank_based,rank_based_joint_score,5,,,32,128,0.0017897923871672374,0.4296875,0.4296875,1.0,1.0
5d,bull,cart,combined_weighted_linear,combined_score,1,,,32,32,-0.005600589870524601,0.34375,0.34375,0.2,0.8
5d,bull,cart,combined_weighted_linear,combined_score,3,,,32,96,-0.0034876056452974448,0.4166666666666667,0.4166666666666667,0.7272727272727273,0.9696969696969697
5d,bull,cart,combined_weighted_linear,combined_score,5,,,32,128,0.0017897923871672374,0.4296875,0.4296875,1.0,1.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.5,20,20,0.004990251717617039,0.45,0.45,1.0,1.0999999999999999
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.55,20,20,0.004990251717617039,0.45,0.45,1.0,1.0999999999999999
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.6,20,20,0.004990251717617039,0.45,0.45,1.0,1.0999999999999999
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.0,0.65,20,20,0.004990251717617039,0.45,0.45,1.0,1.0999999999999999
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.5,20,20,0.004990251717617039,0.45,0.45,1.0,1.0999999999999999
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.55,20,20,0.004990251717617039,0.45,0.45,1.0,1.0999999999999999
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.6,20,20,0.004990251717617039,0.45,0.45,1.0,1.0999999999999999
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.005,0.65,20,20,0.004990251717617039,0.45,0.45,1.0,1.0999999999999999
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.5,18,18,0.003958144801382072,0.4444444444444444,0.4444444444444444,1.0,1.0555555555555556
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.55,18,18,0.003958144801382072,0.4444444444444444,0.4444444444444444,1.0,1.0555555555555556
5d,bull,cart,combined_weighted_linear_gated,combined_score,1,0.01,0.6,18,18,0.003958144801382072,0.4444444444444444,0.4444444444444444,1.0,1.0555555555555556
