fold_id,fold_number,entity_name,selection_family,candidate_label,model_name,horizon,ranking_method,return_threshold,probability_threshold,selection_reason,observations,average_actual_return,profit_label_hit_rate,top_3_avg_return,top_3_profit_rate,regime,status,fallback_used
fold_002,2,fixed_best_global_setup,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best global candidate by prior composite utility.,168.0,0.0737340570521656,0.7619047619047619,0.0883081430282651,0.7857142857142857,,,
fold_002,2,regime_agnostic_top_ranked_setup,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Regime-agnostic top-ranked candidate by prior weighted rank.,168.0,0.0737340570521656,0.7619047619047619,0.0883081430282651,0.7857142857142857,,,
fold_002,2,naive_global_baseline,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Naive global baseline using return-only ranking.,168.0,0.0737340570521656,0.7619047619047619,0.0883081430282651,0.7857142857142857,,,
fold_002,2,fixed_best_regression_model,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best regression-model family chosen from prior folds.,168.0,0.0737340570521656,0.7619047619047619,0.0883081430282651,0.7857142857142857,,,
fold_002,2,fixed_best_classifier_model,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best classifier-model family chosen from prior folds.,168.0,0.0737340570521656,0.7619047619047619,0.0883081430282651,0.7857142857142857,,,
fold_002,2,fixed_best_horizon,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best horizon chosen from prior folds.,168.0,0.0737340570521656,0.7619047619047619,0.0883081430282651,0.7857142857142857,,,
fold_002,2,fixed_best_combined_method,baseline,lightgbm+20d+predicted_profit_probability,lightgbm,20d,predicted_profit_probability,,,Fixed best combined-method family chosen from prior folds.,168.0,0.0737340570521656,0.7619047619047619,0.0891069678441014,0.7857142857142857,,,
fold_003,3,fixed_best_global_setup,baseline,xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,20d,combined_weighted_linear_gated,0.0,0.5,Fixed best global candidate by prior composite utility.,148.0,0.0463114148900075,0.7635135135135135,0.0412791692162946,0.7207207207207207,,,
fold_003,3,regime_agnostic_top_ranked_setup,baseline,xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,20d,combined_weighted_linear_gated,0.0,0.5,Regime-agnostic top-ranked candidate by prior weighted rank.,148.0,0.0463114148900075,0.7635135135135135,0.0412791692162946,0.7207207207207207,,,
fold_003,3,naive_global_baseline,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Naive global baseline using return-only ranking.,148.0,0.0463114148900075,0.7635135135135135,0.0593596049177199,0.8558558558558559,,,
fold_003,3,fixed_best_regression_model,baseline,xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,20d,combined_weighted_linear_gated,0.0,0.5,Fixed best regression-model family chosen from prior folds.,148.0,0.0463114148900075,0.7635135135135135,0.0412791692162946,0.7207207207207207,,,
fold_003,3,fixed_best_classifier_model,baseline,xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,20d,combined_weighted_linear_gated,0.0,0.5,Fixed best classifier-model family chosen from prior folds.,148.0,0.0463114148900075,0.7635135135135135,0.0412791692162946,0.7207207207207207,,,
fold_003,3,fixed_best_horizon,baseline,xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,20d,combined_weighted_linear_gated,0.0,0.5,Fixed best horizon chosen from prior folds.,148.0,0.0463114148900075,0.7635135135135135,0.0412791692162946,0.7207207207207207,,,
fold_003,3,fixed_best_combined_method,baseline,xgboost+20d+predicted_profit_probability,xgboost,20d,predicted_profit_probability,,,Fixed best combined-method family chosen from prior folds.,148.0,0.0463114148900075,0.7635135135135135,0.0401502607776994,0.7477477477477478,,,
fold_004,4,fixed_best_global_setup,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best global candidate by prior composite utility.,176.0,-0.0235967103722694,0.3011363636363636,-0.010923457588009,0.3636363636363636,,,
fold_004,4,regime_agnostic_top_ranked_setup,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Regime-agnostic top-ranked candidate by prior weighted rank.,176.0,-0.0235967103722694,0.3011363636363636,-0.010923457588009,0.3636363636363636,,,
fold_004,4,naive_global_baseline,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Naive global baseline using return-only ranking.,176.0,-0.0235967103722694,0.3011363636363636,-0.010923457588009,0.3636363636363636,,,
fold_004,4,fixed_best_regression_model,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best regression-model family chosen from prior folds.,176.0,-0.0235967103722694,0.3011363636363636,-0.010923457588009,0.3636363636363636,,,
fold_004,4,fixed_best_classifier_model,baseline,lightgbm+20d+combined_weighted_linear,lightgbm,20d,combined_weighted_linear,,,Fixed best classifier-model family chosen from prior folds.,176.0,-0.0235967103722694,0.3011363636363636,-0.0116170345117777,0.3257575757575757,,,
fold_004,4,fixed_best_horizon,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best horizon chosen from prior folds.,176.0,-0.0235967103722694,0.3011363636363636,-0.010923457588009,0.3636363636363636,,,
fold_004,4,fixed_best_combined_method,baseline,xgboost+20d+combined_weighted_linear,xgboost,20d,combined_weighted_linear,,,Fixed best combined-method family chosen from prior folds.,176.0,-0.0235967103722694,0.3011363636363636,-0.0110256790170917,0.3712121212121212,,,
fold_005,5,fixed_best_global_setup,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best global candidate by prior composite utility.,144.0,-0.0120639391415759,0.2777777777777778,-0.0140149259586221,0.2592592592592592,,,
fold_005,5,regime_agnostic_top_ranked_setup,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Regime-agnostic top-ranked candidate by prior weighted rank.,144.0,-0.0120639391415759,0.2777777777777778,-0.0140149259586221,0.2592592592592592,,,
fold_005,5,naive_global_baseline,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Naive global baseline using return-only ranking.,144.0,-0.0120639391415759,0.2777777777777778,-0.0140149259586221,0.2592592592592592,,,
fold_005,5,fixed_best_regression_model,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best regression-model family chosen from prior folds.,144.0,-0.0120639391415759,0.2777777777777778,-0.0140149259586221,0.2592592592592592,,,
fold_005,5,fixed_best_classifier_model,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best classifier-model family chosen from prior folds.,144.0,-0.0120639391415759,0.2777777777777778,-0.0140149259586221,0.2592592592592592,,,
fold_005,5,fixed_best_horizon,baseline,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,Fixed best horizon chosen from prior folds.,144.0,-0.0120639391415759,0.2777777777777778,-0.0140149259586221,0.2592592592592592,,,
