ticker,model_name,observations,mae,rmse,mape,directional_accuracy
ACB,cart,44,0.0950249054403757,0.09730009272791618,1281.2201437841502,0.5
ACB,lightgbm,44,0.03661994945947272,0.041010554622648646,496.33911357831994,0.5
ACB,xgboost,44,0.03523019927296777,0.03994175851623889,492.5741121926049,0.5
DGC,cart,44,0.04123587280028008,0.05424393399194025,254.43279118088086,0.7045454545454546
DGC,lightgbm,44,0.0633699525171865,0.0696434893214546,377.6921916966552,0.5454545454545454
DGC,xgboost,44,0.052741672722492,0.061486652282162164,301.56426564934316,0.5454545454545454
HPG,cart,44,0.029047703747684336,0.03872018453183072,289.1672450504502,0.5454545454545454
HPG,lightgbm,44,0.021221472122374258,0.02608491448854688,250.883152835685,0.5
HPG,xgboost,44,0.021026965992669476,0.025039252181043206,242.68407926674405,0.5227272727272727
MWG,cart,44,0.04688129198757876,0.0564439965178494,311.144518409831,0.4772727272727273
MWG,lightgbm,44,0.02955744914189742,0.039976694871838435,123.44206632654287,0.5227272727272727
MWG,xgboost,44,0.03100996988283722,0.040783524468462624,162.30704832387806,0.4772727272727273
OVERALL,cart,176,0.05304744349397971,0.06537371385516712,531.3034126192454,0.5568181818181818
OVERALL,lightgbm,176,0.03769220581023273,0.0469325049727683,310.6531940802411,0.5170454545454546
OVERALL,xgboost,176,0.03500220196774162,0.04377845503239187,298.66413713328245,0.5113636363636364
