index_code,chunk_start,chunk_end,granularity,exception_type,exception_message
VN100,2022-01-01,2022-12-31,year,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b46d0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b4a50 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b4050 state=finished raised ValueError>]'}]"
VN100,2022-12-01,2022-12-31,month,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34d96d0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34da750 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34dbf50 state=finished raised ValueError>]'}]"
VN100,2022-12-27,2022-12-31,5day,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b4d50 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae342b7d0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae3429850 state=finished raised ValueError>]'}]"
VN100,2022-12-31,2022-12-31,1day,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae3447e50 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b5bd0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae3445cd0 state=finished raised ValueError>]'}]"
VN100,2022-12-30,2022-12-30,1day,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae342b150 state=finished raised ConnectionError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae3447d50 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34465d0 state=finished raised ValueError>]'}]"
VN100,2022-12-29,2022-12-29,1day,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b4050 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34d9e50 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34d84d0 state=finished raised ValueError>]'}]"
VN100,2022-12-28,2022-12-28,1day,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34da0d0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b4b50 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b5a50 state=finished raised ValueError>]'}]"
VN100,2022-12-27,2022-12-27,1day,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b59d0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34463d0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae3445ad0 state=finished raised ValueError>]'}]"
VN100,2022-12-22,2022-12-26,5day,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae3447ad0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b71d0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b4d50 state=finished raised ValueError>]'}]"
VN100,2022-12-26,2022-12-26,1day,ProviderFetchError,"VN100: no provider/source returned validated OHLCV rows; failures=[{'symbol': 'VN100', 'provider': 'vnstock_data', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae44b4ad0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'KBS', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34db8d0 state=finished raised ValueError>]'}, {'symbol': 'VN100', 'provider': 'legacy_vnstock', 'source': 'VCI', 'error_type': 'RetryError', 'error_message': 'RetryError[<Future at 0x26ae34d87d0 state=finished raised ValueError>]'}]"
