ticker,model_name,observations,mae,rmse,mape,directional_accuracy,naive_mae,naive_rmse,naive_mape,naive_directional_accuracy,momentum_mae,momentum_rmse,momentum_mape,momentum_directional_accuracy,beats_naive_baseline,beats_baseline_mae,beats_baseline_rmse,beats_baseline_mape,beats_baseline_directional_accuracy,wins_vs_naive_baseline
ACB,cart,65,0.02011268352072202,0.025713694878147102,103.28857496094288,0.6,0.020511353520165355,0.025969450463469407,100.0,0.06153846153846154,0.02870624021257771,0.03863127007194137,229.27164193462787,0.47692307692307695,True,True,True,False,True,3
ACB,lightgbm,65,0.02536553050463659,0.030933857670795345,206.8656270969976,0.5230769230769231,0.020511353520165355,0.025969450463469407,100.0,0.06153846153846154,0.02870624021257771,0.03863127007194137,229.27164193462787,0.47692307692307695,False,False,False,False,True,1
ACB,momentum_continuation,195,0.028706240212577713,0.03863127007194138,229.27164193462787,0.47692307692307695,0.02051135352016535,0.025969450463469403,100.0,0.06153846153846154,,,,,False,False,False,False,True,1
ACB,naive_flat_return,195,0.02051135352016535,0.025969450463469403,100.0,0.06153846153846154,,,,,,,,,False,False,False,False,False,0
ACB,xgboost,65,0.024793337694196074,0.029949503447538637,201.21696975824776,0.47692307692307695,0.020511353520165355,0.025969450463469407,100.0,0.06153846153846154,0.02870624021257771,0.03863127007194137,229.27164193462787,0.47692307692307695,False,False,False,False,True,1
DGC,cart,65,0.07593489186510767,0.0916854201168073,549.2752784219049,0.4153846153846154,0.05195091834021331,0.07473604009817021,100.0,0.0,0.08228684468503134,0.10598133287903072,465.0577105504036,0.46153846153846156,False,False,False,False,True,1
DGC,lightgbm,65,0.059789967513510726,0.07937376857165372,247.6276340401818,0.46153846153846156,0.05195091834021331,0.07473604009817021,100.0,0.0,0.08228684468503134,0.10598133287903072,465.0577105504036,0.46153846153846156,False,False,False,False,True,1
DGC,momentum_continuation,195,0.08228684468503134,0.10598133287903072,465.0577105504036,0.46153846153846156,0.0519509183402133,0.0747360400981702,100.0,0.0,,,,,False,False,False,False,True,1
DGC,naive_flat_return,195,0.0519509183402133,0.0747360400981702,100.0,0.0,,,,,,,,,False,False,False,False,False,0
DGC,xgboost,65,0.056890202911905066,0.0757782288302499,226.22228587141754,0.46153846153846156,0.05195091834021331,0.07473604009817021,100.0,0.0,0.08228684468503134,0.10598133287903072,465.0577105504036,0.46153846153846156,False,False,False,False,True,1
HPG,cart,65,0.027825630263463325,0.03455725436241545,128.83748478006117,0.5538461538461539,0.026388216121651382,0.033093404661652615,100.0,0.0,0.039810922207862164,0.048941538695672186,256.46835711619264,0.46153846153846156,False,False,False,False,True,1
HPG,lightgbm,65,0.03661627744968952,0.04415870884364673,261.89433550354806,0.4461538461538462,0.026388216121651382,0.033093404661652615,100.0,0.0,0.039810922207862164,0.048941538695672186,256.46835711619264,0.46153846153846156,False,False,False,False,True,1
HPG,momentum_continuation,195,0.03981092220786216,0.048941538695672186,256.46835711619264,0.46153846153846156,0.02638821612165138,0.033093404661652615,100.0,0.0,,,,,False,False,False,False,True,1
HPG,naive_flat_return,195,0.02638821612165138,0.033093404661652615,100.0,0.0,,,,,,,,,False,False,False,False,False,0
HPG,xgboost,65,0.030425504754578895,0.03791605734613666,184.7214580548132,0.46153846153846156,0.026388216121651382,0.033093404661652615,100.0,0.0,0.039810922207862164,0.048941538695672186,256.46835711619264,0.46153846153846156,False,False,False,False,True,1
MWG,cart,65,0.038734835132478836,0.05178605159118635,233.86072616722907,0.47692307692307695,0.03353246707917566,0.04434842424801128,100.0,0.015384615384615385,0.05348644856389707,0.07116275263775229,292.6665634850052,0.38461538461538464,False,False,False,False,True,1
MWG,lightgbm,65,0.04011224275732465,0.04878230276959829,395.7564790574951,0.5230769230769231,0.03353246707917566,0.04434842424801128,100.0,0.015384615384615385,0.05348644856389707,0.07116275263775229,292.6665634850052,0.38461538461538464,False,False,False,False,True,1
MWG,momentum_continuation,195,0.05348644856389706,0.0711627526377523,292.66656348500527,0.38461538461538464,0.03353246707917566,0.04434842424801129,100.0,0.015384615384615385,,,,,False,False,False,False,True,1
MWG,naive_flat_return,195,0.03353246707917566,0.04434842424801129,100.0,0.015384615384615385,,,,,,,,,False,False,False,False,False,0
MWG,xgboost,65,0.03951814321356969,0.048183973241386825,348.0193838210393,0.5538461538461539,0.03353246707917566,0.04434842424801128,100.0,0.015384615384615385,0.05348644856389707,0.07116275263775229,292.6665634850052,0.38461538461538464,False,False,False,False,True,1
OVERALL,cart,260,0.04065201019544296,0.05688455268074892,256.2549770801881,0.5115384615384615,0.033095738765301426,0.048274849073589504,100.0,0.019230769230769232,0.05107261391734207,0.07103490254633474,312.21735144855444,0.4461538461538462,False,False,False,False,True,1
OVERALL,lightgbm,260,0.04047100455629037,0.053821007324989255,278.6907683644666,0.48846153846153845,0.033095738765301426,0.048274849073589504,100.0,0.019230769230769232,0.05107261391734207,0.07103490254633474,312.21735144855444,0.4461538461538462,False,False,False,False,True,1
OVERALL,momentum_continuation,780,0.05107261391734207,0.07103490254633474,312.21735144855444,0.4461538461538462,0.033095738765301426,0.048274849073589504,100.0,0.019230769230769232,,,,,False,False,False,False,True,1
OVERALL,naive_flat_return,780,0.033095738765301426,0.048274849073589504,100.0,0.019230769230769232,,,,,,,,,False,False,False,False,False,0
OVERALL,xgboost,260,0.03790679714356243,0.050986849783561966,240.23066303923386,0.48846153846153845,0.033095738765301426,0.048274849073589504,100.0,0.019230769230769232,0.05107261391734207,0.07103490254633474,312.21735144855444,0.4461538461538462,False,False,False,False,True,1
